3.80,5.50,6.00,10.00,-,2.60,4.20,5.50,-,3.00,10.00,4.40
4.20,4.40,15.00,3.70,2.10,-,3.90,2.90,8.50,5.50,6.00,17.00
4.50,2.60,4.50,7.50,7.50,2.80,2.10,5.00,9.50,2.40,4.40,5.50
6.00,-,3.50,4.40,7.00,8.00,8.50,13.00,3.50,17.00,21.00,15.00
12.00,2.50,2.35,3.50,4.80,13.00,6.50,7.00,4.20,6.50,1.55,1.60
3.30,-,8.50,3.70,3.60,3.50,-,2.80,2.05,8.00,12.00,8.00

1,2,4,6,5,3,3,2,4,3,5,1
4,1,2,5,2,4,5,5,5,5,3,3
2,3,5,1,6,1,4,1,6,6,1,5
